gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,24,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),99.62,2383.91,No
Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No,One year,Yes,Mailed check,77.39,1236.8,No
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,49.08,2677.56,No
Female,0,Yes,Yes,15,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),28.33,428.4,No
Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,85.09,894.27,No
Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,74.67,140.83,No
Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,44.34,249.82,No
Male,0,No,No,62,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,114.95,7136.38,No
Female,0,Yes,No,67,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),75.78,5092.15,No
Male,1,Yes,No,39,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),97.78,3815.5,No
Female,0,Yes,No,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),79.9,5267.22,No
Male,0,Yes,No,50,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,33.8,1701.1,Yes
Male,0,Yes,Yes,29,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,112.95,3246.22,No
Female,0,No,No,51,Yes,No phone service,No,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,76.73,3903.46,No
Female,0,Yes,No,30,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,84.15,2478.27,No
Female,0,Yes,No,69,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,70.71,4876.84,Yes
Male,0,No,No,61,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,96.65,5891.38,No
Female,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),114.26,6876.62,No
Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,51.65,1945.62,No
Female,0,Yes,Yes,37,Yes,No,DSL,No,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),104.77,3897.26,No
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.0,235.81,Yes
Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),61.45,2839.49,No
Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.45,891.03,No
Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),77.48,2945.2,No
Female,0,No,No,9,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,21.95,203.04,Yes
Female,0,Yes,Yes,34,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,55.44,1873.45,No
Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,91.37,5140.69,No
Female,0,Yes,No,22,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,51.12,1178.53,No
Female,0,No,No,43,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,42.58,1801.78,No
Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,99.76,1797.04,No
Female,0,No,No,21,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),43.16,900.59,No
Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,No,Electronic check,38.78,513.07,Yes
Male,0,Yes,Yes,11,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),88.81,944.67,No
Female,0,Yes,No,26,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.63,2283.28,No
Female,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),18.16,179.8,Yes
Male,0,No,No,64,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,75.33,4850.41,No
Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),24.46,1264.35,No
Male,0,Yes,No,15,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),110.79,1701.28,No
Male,0,No,No,63,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.31,5863.66,No
Male,1,No,No,26,No,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,92.94,2433.18,No
Male,0,Yes,Yes,38,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),93.5,3550.83,No
Female,0,Yes,No,50,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),36.91,1850.75,No
Female,0,No,No,55,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),28.82,1588.25,No
Female,1,Yes,Yes,0,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,63.77,19.37,Yes
Male,0,No,No,20,No,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.34,1777.0,No
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,119.28,2900.54,No
Male,0,Yes,No,42,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,46.41,1971.94,No
Female,0,Yes,Yes,62,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,110.67,6855.0,No
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,25.84,802.58,No
Male,0,No,Yes,33,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),48.69,1609.93,No
Male,0,Yes,No,6,Yes,Yes,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),59.9,352.01,No
Female,0,No,No,37,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),54.08,1994.97,No
Male,0,No,No,35,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,103.0,3621.81,No
Male,0,No,Yes,45,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),62.54,2826.86,No
Female,0,No,No,60,No,Yes,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,96.39,5773.38,No
Female,0,Yes,Yes,40,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,108.14,4327.7,No
Male,0,No,No,3,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),69.63,189.44,No
Male,1,No,No,58,No,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),57.18,3351.17,No
Female,0,Yes,No,34,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.24,636.02,No
Female,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,Two year,No,Electronic check,92.38,3232.06,No
Female,0,No,Yes,62,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Electronic check,116.16,7205.85,No
Male,0,No,Yes,42,Yes,No phone service,No,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,42.3,1793.25,No
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),113.49,6345.09,No
Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,118.07,7438.51,Yes
Male,0,No,Yes,35,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,85.59,3009.96,No
Male,0,No,No,70,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,82.94,5781.92,No
Female,0,No,No,12,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No,One year,Yes,Electronic check,103.68,1255.36,No
Female,0,No,No,62,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),117.32,7323.94,No
Male,1,Yes,No,61,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),81.64,4947.18,No
Female,0,No,Yes,7,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,160.45,No
Male,0,No,Yes,11,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,95.53,1026.44,Yes
Female,1,No,No,2,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),48.5,69.45,No
Female,0,No,No,19,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,One year,Yes,Mailed check,69.94,1321.05,No
Male,0,Yes,No,71,No,No phone service,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),81.63,5806.38,No
Female,0,No,No,8,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,55.69,456.91,No
Male,0,No,Yes,2,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,30.1,57.89,No
Female,0,No,No,33,Yes,No phone service,No,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.3,2397.54,No
Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),66.66,1663.67,No
Male,0,Yes,Yes,45,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.63,5257.09,Yes
Female,1,Yes,No,43,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,26.01,1135.29,No
Female,1,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.59,6280.99,Yes
Male,0,No,No,29,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,68.42,2006.32,No
Female,0,Yes,No,33,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No,One year,No,Mailed check,39.44,1282.07,No
Female,0,Yes,Yes,1,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),48.05,58.81,No
Male,1,No,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,18.88,1267.33,Yes
Female,0,No,No,15,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,73.24,1125.58,No
Female,1,No,Yes,42,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,112.19,4720.79,No
Male,0,Yes,No,63,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.7,5958.86,No
Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,47.65,2040.22,No
Female,0,Yes,No,45,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.08,2427.31,No
Male,0,No,No,12,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,48.28,579.32,Yes
Female,0,No,No,51,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,30.85,1541.48,No
Female,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),34.17,437.6,No
Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),91.08,4456.71,Yes
Male,0,No,Yes,41,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,77.42,3194.58,No
Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,47.42,1649.28,No
Male,0,No,No,51,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),44.8,2264.19,No
Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),91.84,4682.47,No
Female,1,No,Yes,14,Yes,No,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),27.72,399.77,No
Female,1,No,Yes,27,Yes,No,No,Yes,No internet service,No,Yes,No,No,Two year,Yes,Credit card (automatic),40.11,1084.86,No
Female,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),54.0,1837.17,No
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),107.27,1073.63,No
Female,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),101.43,2532.55,No
Male,1,No,No,2,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),26.43,41.66,Yes
Female,0,Yes,No,31,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),74.71,2300.3,No
Female,0,Yes,No,14,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.32,1447.03,Yes
Female,1,No,No,15,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,73.56,1109.9,Yes
Female,1,Yes,Yes,58,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,65.19,3782.33,No
Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,109.01,1054.13,Yes
Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),92.89,761.7,Yes
Male,0,Yes,Yes,23,Yes,No,No,No,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,69.91,1580.45,No
Female,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,No,Two year,No,Mailed check,35.9,9.49,No
Male,0,No,Yes,62,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),36.16,2220.98,No
Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,42.15,2984.07,Yes
Male,0,No,No,57,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,77.8,4432.35,Yes
Female,0,Yes,No,57,No,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.81,4226.72,Yes
Female,0,No,No,7,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),82.58,597.91,Yes
Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,38.13,1452.31,Yes
Male,1,Yes,No,6,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),70.91,389.56,Yes
Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,80.25,1706.69,No
Male,1,Yes,No,35,Yes,No phone service,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.48,3688.26,No
Female,0,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,46.11,2238.82,No
Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),46.37,892.68,No
Male,1,Yes,Yes,18,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),119.26,2169.18,No
Male,0,No,No,59,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),24.36,1445.56,No
Male,0,Yes,No,16,No,No,No,Yes,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),67.8,1069.33,No
Female,0,Yes,No,35,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),112.71,3901.72,Yes
Female,0,Yes,No,20,No,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),74.05,1491.39,No
